"directorio","secuencia_p","orden","clase","dominio","age","sex","estrato1","p6210","p6240","mes","relab","p6426","p6870","p6920","p7040","p7070","y_total_m_ha","maxEducLevel","totalHoursWorked","formal","informal","cuentaPropia","microEmpresa","sizeFirm","y_total_m","college","depto","ingtot"
4671477,1,3,1,"BOGOTA",36,1,2,6,1,7,1,48,4,1,2,0,5144.0810546875,7,48,1,0,0,0,3,1058211,0,11,1.058211e-06
4671477,1,4,1,"BOGOTA",31,1,2,5,1,7,1,108,4,1,2,0,3918.0556640625,6,48,1,0,0,0,3,806000,1,11,8.06e-07
4671478,1,1,1,"BOGOTA",60,0,3,6,1,7,4,99,1,3,2,0,666.666687011719,7,35,1,0,1,1,1,1e+05,0,11,2.1e-06
4671479,1,1,1,"BOGOTA",58,1,2,6,1,7,5,180,4,2,2,0,38888.890625,7,48,0,1,0,0,3,8e+06,0,11,8e-06
4671479,1,3,1,"BOGOTA",23,1,2,6,1,7,1,48,4,1,2,0,6846.06494140625,7,48,1,0,0,0,3,1408333.375,0,11,1.60833333333333e-06
4671479,1,4,1,"BOGOTA",22,0,2,6,1,7,1,7,4,1,2,0,4388.54443359375,7,48,1,0,0,0,3,902786.3125,0,11,1.10278633333333e-06
4671480,1,1,1,"BOGOTA",43,1,2,3,1,7,1,48,9,1,2,0,7612.6826171875,4,43,1,0,0,0,5,1402908.625,0,11,1.45890866666667e-06
4671481,1,1,1,"BOGOTA",40,1,2,6,1,7,4,7,1,2,1,5e+05,8909.0908203125,7,55,0,1,1,1,1,2100000,0,11,2.6e-06
4671481,1,2,1,"BOGOTA",38,0,2,6,1,7,1,12,5,1,2,0,4560.748046875,7,48,1,0,0,0,4,938211,0,11,9.38211e-07
4671482,1,1,1,"BOGOTA",49,0,2,5,1,7,4,11,5,1,2,0,8750,6,48,1,0,1,0,4,1800000,1,11,3.083333e-06
4671483,1,1,1,"BOGOTA",54,1,3,6,1,7,5,12,2,2,2,0,5384.615234375,7,65,0,1,0,1,2,1500000,0,11,1.5e-06
4671483,1,2,1,"BOGOTA",43,0,3,6,1,7,1,6,9,1,2,0,9479.1669921875,7,40,1,0,0,0,5,1625000,0,11,1.625e-06
4671483,1,3,1,"BOGOTA",22,0,3,6,1,7,1,11,9,1,2,0,10451.388671875,7,48,1,0,0,0,5,2150000,0,11,2.15e-06
4671484,1,1,1,"BOGOTA",33,0,2,6,1,7,1,9,9,1,2,0,13368.0556640625,7,40,1,0,0,0,5,2291666.75,0,11,2.32166666666667e-06
4671486,1,1,1,"BOGOTA",40,0,2,5,1,7,1,4,9,1,2,0,4676.970703125,6,48,1,0,0,0,5,962119.6875,1,11,9.62119666666667e-07
4671486,1,2,1,"BOGOTA",44,1,2,4,1,7,1,42,9,1,2,0,5055.5556640625,5,60,1,0,0,0,5,1300000,0,11,1.3e-06
4671486,1,5,1,"BOGOTA",35,1,2,5,1,7,1,12,9,1,2,0,4534.3779296875,6,48,1,0,0,0,5,932786.3125,1,11,9.32786333333333e-07
4671487,1,1,1,"BOGOTA",60,0,2,3,1,7,3,120,1,1,2,0,5181.9150390625,4,42,1,0,0,1,1,932744.6875,0,11,9.32744666666667e-07
4671487,1,2,1,"BOGOTA",33,0,2,5,1,7,1,36,9,1,2,0,4784.03662109375,6,48,1,0,0,0,5,984144.6875,1,11,9.84144666666667e-07
4671487,1,4,1,"BOGOTA",27,1,2,5,1,7,1,12,9,1,2,0,4534.17578125,6,48,1,0,0,0,5,932744.6875,1,11,9.32744666666667e-07
4671488,1,1,1,"BOGOTA",39,1,2,5,1,7,1,48,9,1,2,0,6918.38671875,6,48,1,0,0,0,5,1423211,1,11,1.423211e-06
4671488,1,2,1,"BOGOTA",37,0,2,5,1,7,1,1,3,1,2,0,4530.3271484375,6,48,1,0,0,1,2,931953,1,11,9.31953e-07
4671489,1,1,1,"BOGOTA",45,1,3,6,1,7,1,18,5,1,2,0,11812.5,7,40,1,0,0,0,4,2025000,0,11,2.025e-06
4671493,1,1,1,"BOGOTA",35,1,3,6,1,7,4,60,1,1,2,0,9722.22265625,7,36,1,0,1,1,1,1500000,0,11,1.5e-06
4671493,1,2,1,"BOGOTA",32,0,3,6,1,7,2,48,5,1,2,0,26250,7,48,1,0,0,0,4,5400000,0,11,5.4e-06
4671494,1,1,1,"BOGOTA",44,0,4,6,1,7,1,156,6,1,2,0,19444.4453125,7,48,1,0,0,0,4,4e+06,0,11,5.101667e-06
4671495,1,1,1,"BOGOTA",52,1,2,4,1,7,4,72,1,2,2,0,2916.66674804688,5,72,0,1,1,1,1,9e+05,0,11,9e-07
4671496,1,1,1,"BOGOTA",26,1,2,5,1,7,1,84,6,1,2,0,4825.84228515625,6,48,1,0,0,0,4,992744.6875,1,11,9.92744666666667e-07
4671497,1,1,1,"BOGOTA",23,1,4,6,1,7,4,8,9,2,2,0,3818.18188476562,7,55,0,1,1,0,5,9e+05,0,11,9e-07
4671498,1,2,1,"BOGOTA",36,0,4,6,1,7,1,2,9,1,2,0,32666.666015625,7,50,1,0,0,0,5,7e+06,0,11,8e-06
4671498,1,5,1,"BOGOTA",41,0,4,6,1,7,1,168,9,1,2,0,11530.5556640625,7,36,1,0,0,0,5,1779000,0,11,2.179e-06
4671499,1,1,1,"BOGOTA",34,1,2,5,1,7,4,7,9,1,2,0,9000,6,70,1,0,1,0,5,2700000,1,11,2.7e-06
4671500,1,1,1,"BOGOTA",46,1,2,3,1,7,4,120,2,2,2,0,2552.08325195312,4,64,0,1,1,1,2,7e+05,0,11,7e-07
4671500,1,2,1,"BOGOTA",38,0,2,3,1,7,4,120,2,2,2,0,2207.20727539062,4,74,0,1,1,1,2,7e+05,0,11,7e-07
4671502,1,2,1,"BOGOTA",38,0,4,6,1,7,1,24,5,1,2,0,12308.3330078125,7,48,1,0,0,0,4,2532000,0,11,2.532e-06
4671503,1,1,1,"BOGOTA",27,1,2,4,1,7,1,1,3,1,2,0,4231.3447265625,5,53,1,0,0,1,2,961119.6875,0,11,9.61119666666667e-07
4671504,1,1,1,"BOGOTA",46,0,2,5,1,7,1,17,8,1,2,0,4684.8701171875,6,48,1,0,0,0,5,963744.6875,1,11,1.047078e-06
4671505,1,2,1,"BOGOTA",41,0,4,6,1,7,1,30,7,1,2,0,34351.8515625,7,48,1,0,0,0,4,7066666.5,0,11,7.06666666666667e-06
4671507,1,1,1,"BOGOTA",26,1,4,6,1,7,1,4,9,1,2,0,4268.23193359375,7,48,1,0,0,0,5,878036.3125,0,11,8.78036333333333e-07
4671507,1,2,1,"BOGOTA",26,1,4,6,1,7,1,5,9,1,2,0,4267.78466796875,7,48,1,0,0,0,5,877944.3125,0,11,8.77944333333333e-07
4671507,1,3,1,"BOGOTA",28,1,4,6,1,7,1,6,3,1,2,0,13671.875,7,48,1,0,0,1,2,2812500,0,11,2.8125e-06
4671509,1,1,1,"BOGOTA",49,1,2,5,1,7,1,120,6,1,2,0,6206.0185546875,6,72,1,0,0,0,4,1915000,1,11,1.918e-06
4671509,1,2,1,"BOGOTA",53,0,2,3,1,7,1,120,6,2,2,0,6481.4814453125,4,54,0,1,0,0,4,1500000,0,11,1.5075e-06
4671509,1,4,1,"BOGOTA",22,0,2,5,1,7,1,24,6,2,2,0,5600,6,50,0,1,0,0,4,1200000,1,11,1.2e-06
4671509,1,5,1,"BOGOTA",19,1,2,6,1,7,1,3,6,2,2,0,4200,7,50,0,1,0,0,4,9e+05,0,11,9e-07
4671511,1,4,1,"BOGOTA",37,1,2,5,1,7,1,8,4,1,2,0,3888.88891601562,6,48,1,0,0,0,3,8e+05,1,11,8e-07
4671512,1,3,1,"BOGOTA",36,0,2,6,1,7,1,60,9,1,2,0,5276.30322265625,7,55,1,0,0,0,5,1243700,0,11,1.2437e-06
4671513,1,2,1,"BOGOTA",50,0,4,6,1,7,4,60,1,2,2,0,16203.7041015625,7,36,0,1,1,1,1,2500000,0,11,2.5e-06
4671514,1,1,1,"BOGOTA",62,1,4,6,1,7,4,24,1,2,2,0,3733.33325195312,7,50,0,1,1,1,1,8e+05,0,11,8e-07
4671516,1,1,1,"BOGOTA",31,0,2,5,1,7,1,48,2,1,2,0,4514.513671875,6,48,1,0,0,1,2,928700,1,11,9.287e-07
4671519,1,1,1,"BOGOTA",33,1,2,6,1,7,2,162,9,1,2,0,7766.72998046875,7,88,1,0,0,0,5,2929166.75,0,11,2.92916666666667e-06
4671519,1,2,1,"BOGOTA",23,0,2,5,1,7,4,2,3,2,2,0,2000,6,70,0,1,1,1,2,6e+05,1,11,1.3e-06
4671522,1,1,1,"BOGOTA",24,1,4,6,1,7,1,46,6,1,2,0,13552.77734375,7,48,1,0,0,0,4,2788000,0,11,2.788e-06
4671523,1,1,1,"BOGOTA",35,1,4,6,1,7,1,24,9,1,2,0,21243.056640625,7,40,1,0,0,0,5,3641666.75,0,11,3.64166666666667e-06
4671524,1,5,1,"BOGOTA",34,0,2,5,1,7,1,80,9,1,2,0,4534.17578125,6,48,1,0,0,0,5,932744.6875,1,11,9.32744666666667e-07
4671525,1,1,1,"BOGOTA",65,1,2,4,1,7,4,360,2,2,2,0,6666.66650390625,5,42,0,1,1,1,2,1200000,0,11,1.2e-06
4671527,1,3,1,"BOGOTA",30,0,2,6,1,7,1,72,8,1,2,0,10824.07421875,7,48,1,0,0,0,5,2226666.75,0,11,2.22666666666667e-06
4671527,1,4,1,"BOGOTA",28,0,2,6,1,7,1,12,4,1,2,0,18958.333984375,7,48,1,0,0,0,3,3900000,0,11,3.9e-06
4671528,1,3,1,"BOGOTA",54,1,4,6,1,7,2,8,9,1,2,0,20335.6484375,7,48,1,0,0,0,5,4183333.5,0,11,4.18333333333333e-06
4671529,1,1,1,"BOGOTA",33,0,4,5,1,7,4,12,1,2,2,0,5833.33349609375,6,48,0,1,1,1,1,1200000,1,11,1.2e-06
4671532,1,1,1,"BOGOTA",42,1,4,6,1,7,2,60,9,1,2,0,28106.060546875,7,44,1,0,0,0,5,5300000,0,11,5.3e-06
4671535,1,1,1,"BOGOTA",46,1,1,3,1,7,1,60,2,1,2,0,4534.17578125,4,48,1,0,0,1,2,932744.6875,0,11,9.32744666666667e-07
4671535,1,3,1,"BOGOTA",22,1,1,5,1,7,1,24,6,1,2,0,4498.83203125,6,72,1,0,0,0,4,1388211,1,11,1.388211e-06
4671535,1,4,1,"BOGOTA",20,1,1,5,1,7,1,5,8,1,2,0,4226.5078125,6,48,1,0,0,0,5,869453,1,11,8.69453e-07
4671538,1,1,1,"BOGOTA",32,1,2,5,1,7,4,4,4,1,2,0,3402.77783203125,6,48,1,0,1,0,3,7e+05,1,11,7e-07
4671538,1,6,1,"BOGOTA",19,1,2,4,1,7,1,7,3,1,2,0,5833.33349609375,5,48,1,0,0,1,2,1200000,0,11,1.2e-06
4671542,1,1,1,"BOGOTA",62,0,2,3,1,7,4,6,1,2,2,0,3500,3,40,0,1,1,1,1,6e+05,0,11,6e-07
4671543,1,1,1,"BOGOTA",59,1,2,6,1,7,4,120,1,1,2,0,2592.59252929688,7,72,1,0,1,1,1,8e+05,0,11,8e-07
4671546,1,1,1,"BOGOTA",53,1,4,6,1,7,2,162,9,1,2,0,38865.55859375,7,40,1,0,0,0,5,6662667,0,11,9.46266666666667e-06
4671549,1,1,1,"BOGOTA",44,1,2,6,1,7,5,24,2,2,2,0,4761.90478515625,7,49,0,1,0,1,2,1e+06,0,11,1.1e-06
4671550,1,1,1,"BOGOTA",55,1,3,6,1,7,1,12,9,1,2,0,7272.22265625,7,50,1,0,0,0,5,1558333.375,0,11,1.55833333333333e-06
4671550,1,3,1,"BOGOTA",29,1,3,6,1,7,1,73,9,1,2,0,18666.666015625,7,40,1,0,0,0,5,3200000,0,11,3.87e-06
4671550,1,4,1,"BOGOTA",25,1,3,6,1,7,1,7,9,1,2,0,12211.111328125,7,50,1,0,0,0,5,2616666.75,0,11,2.61666666666667e-06
4671551,1,1,1,"BOGOTA",56,0,3,5,1,7,1,96,9,1,2,0,4368.55859375,6,50,1,0,0,0,5,936119.6875,1,11,9.36119666666667e-07
4671551,1,2,1,"BOGOTA",21,0,3,6,1,7,1,7,6,1,2,0,8676.54296875,7,45,1,0,0,0,4,1673333.375,0,11,1.87333333333333e-06
4671552,1,1,1,"BOGOTA",57,0,3,6,1,7,4,360,1,2,2,0,4861.111328125,7,48,0,1,1,1,1,1e+06,0,11,1e-06
4671552,1,2,1,"BOGOTA",29,1,3,6,1,7,4,12,9,1,2,0,8263.888671875,7,48,1,0,1,0,5,1700000,0,11,1.7e-06
4671554,1,1,1,"BOGOTA",26,1,2,5,1,7,1,42,9,1,2,0,5954.861328125,6,48,1,0,0,0,5,1225000,1,11,1.225e-06
4671554,1,2,1,"BOGOTA",24,0,2,6,1,7,1,2,3,2,2,0,3111.11108398438,7,60,0,1,0,1,2,8e+05,0,11,1.03e-06
4671555,1,2,1,"BOGOTA",47,0,2,5,1,7,3,1,2,2,2,0,4666.66650390625,6,40,0,1,0,1,2,8e+05,1,11,1e-06
4671556,1,3,1,"BOGOTA",43,1,4,6,1,7,5,120,3,2,2,0,17500,7,40,0,1,0,1,2,3e+06,0,11,3e-06
4671556,1,4,1,"BOGOTA",39,0,4,6,1,7,1,60,9,1,2,0,18870.833984375,7,40,1,0,0,0,5,3235000,0,11,3.395e-06
4671557,1,4,1,"BOGOTA",61,1,4,6,1,7,4,48,1,2,2,0,907.407409667969,7,90,0,1,1,1,1,350000,0,11,3.5e-07
4671558,1,1,1,"BOGOTA",42,1,2,3,1,7,4,84,1,2,2,0,4148.14794921875,4,45,0,1,1,1,1,8e+05,0,11,8e-07
4671559,1,1,1,"BOGOTA",27,1,2,1,1,7,1,4,4,1,2,0,3888.88891601562,1,48,1,0,0,0,3,8e+05,0,11,8e-07
4671559,1,2,1,"BOGOTA",23,0,2,6,1,7,3,12,1,2,2,0,3038.16333007812,7,60,0,1,0,1,1,781242,0,11,7.81242e-07
4671561,1,1,1,"BOGOTA",61,1,3,5,1,7,1,362,9,1,2,0,17621.52734375,6,48,1,0,0,0,5,3625000,1,11,4.525e-06
4671561,1,2,1,"BOGOTA",56,0,3,6,1,7,2,359,9,1,2,0,16937.73046875,7,48,1,0,0,0,5,3484333.25,0,11,3.48433333333333e-06
4671561,1,3,1,"BOGOTA",28,0,3,6,1,7,2,48,9,1,2,0,20027.779296875,7,40,1,0,0,0,5,3433333.5,0,11,3.43333333333333e-06
4671563,1,3,1,"BOGOTA",28,1,4,6,1,7,1,4,9,1,2,0,13125,7,48,1,0,0,0,5,2700000,0,11,2.75e-06
4671565,1,2,1,"BOGOTA",55,0,2,6,1,7,1,360,7,1,2,0,5493.0556640625,7,48,1,0,0,0,4,1130000,0,11,1.13e-06
4671565,1,4,1,"BOGOTA",21,1,2,6,1,7,1,12,7,1,2,0,4891.89111328125,7,47,1,0,0,0,4,985366.6875,0,11,9.85366666666667e-07
4671566,1,2,1,"BOGOTA",40,0,3,6,1,7,1,48,6,1,2,0,21267.361328125,7,40,1,0,0,0,4,3645833.25,0,11,3.64583333333333e-06
4671567,1,1,1,"BOGOTA",76,1,2,3,1,7,4,48,2,2,2,0,259.259246826172,4,36,0,1,1,1,2,40000,0,11,4e-08
4671567,1,2,1,"BOGOTA",60,0,2,3,1,7,4,48,2,3,2,0,202.898544311523,3,46,1,0,1,1,2,40000,0,11,1e-06
4671567,1,3,1,"BOGOTA",40,1,2,6,1,7,1,216,9,1,2,0,4932.4072265625,7,72,1,0,0,0,5,1522000,0,11,1.522e-06
4671568,1,1,1,"BOGOTA",41,0,3,6,1,7,1,145,9,1,2,0,13165.5087890625,7,48,1,0,0,0,5,2708333.25,0,11,2.70833333333333e-06
4671568,1,2,1,"BOGOTA",21,1,3,6,1,7,1,3,5,1,2,0,3888.88891601562,7,48,1,0,0,0,4,8e+05,0,11,1e-06
4671570,1,1,1,"BOGOTA",41,0,2,5,1,7,1,60,9,1,2,0,4030.37817382812,6,54,1,0,0,0,5,932744.6875,1,11,1.10074466666667e-06
4671570,1,5,1,"BOGOTA",22,1,2,5,1,7,1,2,6,1,2,0,5587.0869140625,6,40,1,0,0,0,4,957786.3125,1,11,1.06778633333333e-06
4671571,1,1,1,"BOGOTA",24,1,4,6,1,7,4,2,1,2,2,0,4375,7,48,0,1,1,1,1,9e+05,0,11,1e-06
4671572,1,1,1,"BOGOTA",62,1,4,6,1,7,1,288,9,1,2,0,19618.796875,7,60,1,0,0,0,5,5044833.5,0,11,5.28483333333333e-06
4671573,1,1,1,"BOGOTA",53,1,2,3,1,7,4,4,6,1,2,0,7291.66650390625,4,48,1,0,1,0,4,1500000,0,11,1.5e-06
4671573,1,2,1,"BOGOTA",52,0,2,3,1,7,4,6,1,2,2,0,5250,4,40,0,1,1,1,1,9e+05,0,11,9e-07
4671574,1,2,1,"BOGOTA",24,0,2,6,1,7,1,18,4,1,2,0,4681.412109375,7,48,1,0,0,0,3,963033.3125,0,11,9.63033333333333e-07
4671575,1,2,1,"BOGOTA",20,1,2,4,1,7,1,1,2,2,2,0,3888.88891601562,5,48,0,1,0,1,2,8e+05,0,11,8e-07
4671576,1,3,1,"BOGOTA",25,0,2,6,1,7,1,6,9,1,2,0,5063.65771484375,7,48,1,0,0,0,5,1041666.6875,0,11,1.04166666666667e-06
4671576,1,4,1,"BOGOTA",24,1,2,6,1,7,1,7,5,1,2,0,11585.6494140625,7,48,1,0,0,0,4,2383333.5,0,11,2.38333333333333e-06
4671577,1,1,1,"BOGOTA",39,1,2,6,1,7,4,6,9,1,2,0,28000,7,50,1,0,1,0,5,6e+06,0,11,6e-06
4671579,1,1,1,"BOGOTA",36,0,2,4,1,7,4,6,4,2,2,0,3333.33325195312,5,56,0,1,1,0,3,8e+05,0,11,1.10833333333333e-06
4671579,1,2,1,"BOGOTA",46,1,2,3,1,7,4,240,1,2,2,0,5555.5556640625,4,105,0,1,1,1,1,2500000,0,11,2.5e-06
4671580,1,1,1,"BOGOTA",25,1,2,6,1,7,4,11,5,1,2,0,5055.5556640625,7,60,1,0,1,0,4,1300000,0,11,1.3e-06
4671581,1,1,1,"BOGOTA",54,1,1,3,1,7,1,24,8,1,2,0,4680.0087890625,4,48,1,0,0,0,5,962744.6875,0,11,1.36274466666667e-06
4671581,1,4,1,"BOGOTA",19,1,1,5,1,7,1,12,4,2,2,0,4226.5078125,6,48,0,1,0,0,3,869453,1,11,8.69453e-07
4671583,1,1,1,"BOGOTA",32,1,2,5,1,7,1,84,9,1,2,0,9211.2109375,6,48,1,0,0,0,5,1894877.75,1,11,2.00487766666667e-06
4671583,1,2,1,"BOGOTA",29,0,2,5,1,7,1,10,9,1,2,0,6154.748046875,6,48,1,0,0,0,5,1266119.625,1,11,1.26611966666667e-06
4671584,1,1,1,"BOGOTA",26,1,4,6,1,7,1,36,5,1,2,0,11047.98046875,7,44,1,0,0,0,4,2083333.375,0,11,2.08333333333333e-06
4671585,1,1,1,"BOGOTA",64,1,2,5,1,7,2,24,9,1,2,0,7413.93310546875,6,50,1,0,0,0,5,1588700,1,11,1.5887e-06
4671586,1,1,1,"BOGOTA",46,0,3,6,1,7,1,144,9,1,2,0,12863.1484375,7,90,1,0,0,0,5,4961500,0,11,5.2115e-06
4671586,2,1,1,"BOGOTA",25,0,3,6,1,7,1,7,8,1,2,0,6465.27783203125,7,40,1,0,0,0,5,1108333.375,0,11,1.10833333333333e-06
4671587,1,1,1,"BOGOTA",27,1,4,5,1,7,1,24,4,1,2,0,9114.5830078125,6,40,1,0,0,0,3,1562500,1,11,1.5625e-06
4671589,1,1,1,"BOGOTA",41,1,2,5,1,7,1,36,1,2,2,0,2500,6,84,0,1,0,1,1,9e+05,1,11,9e-07
4671591,1,1,1,"BOGOTA",68,1,2,4,1,7,1,120,9,1,2,0,4534.17578125,5,48,1,0,0,0,5,932744.6875,0,11,9.32744666666667e-07
4671592,1,1,1,"BOGOTA",22,0,2,4,1,7,4,2,1,2,2,0,3500,5,40,0,1,1,1,1,6e+05,0,11,6e-07
4671593,1,1,1,"BOGOTA",38,1,2,6,1,7,5,120,3,1,2,0,14000,7,25,1,0,0,1,2,1500000,0,11,1.9e-06
4671593,1,2,1,"BOGOTA",30,0,2,6,1,7,1,30,8,1,2,0,5889.4892578125,7,50,1,0,0,0,5,1262033.375,0,11,1.26203333333333e-06
4671595,1,1,1,"BOGOTA",61,0,3,5,1,7,1,94,6,2,2,0,3733.33325195312,6,25,0,1,0,0,4,4e+05,1,11,4e-07
4671595,1,2,1,"BOGOTA",68,1,3,4,1,7,4,300,1,2,2,0,3888.88891601562,5,60,0,1,1,1,1,1e+06,0,11,1e-06
4671595,1,3,1,"BOGOTA",41,1,3,5,1,7,4,72,1,2,2,0,3500,6,60,0,1,1,1,1,9e+05,1,11,9e-07
4671595,1,4,1,"BOGOTA",38,0,3,5,1,7,1,229,9,1,2,0,7254.61328125,6,48,1,0,0,0,5,1492377.625,1,11,1.49237766666667e-06
4671596,1,1,1,"BOGOTA",32,1,3,6,1,7,1,48,9,1,2,0,31283.951171875,7,45,1,0,0,0,5,6033333.5,0,11,6.03333333333333e-06
4671597,1,1,1,"BOGOTA",33,0,3,6,1,7,1,48,7,1,2,0,16203.703125,7,48,1,0,0,0,4,3333333.25,0,11,3.33333333333333e-06
4671598,1,2,1,"BOGOTA",46,0,4,6,1,7,4,180,1,2,2,0,2916.66674804688,7,48,0,1,1,1,1,6e+05,0,11,6e-07
4671599,1,1,1,"BOGOTA",25,0,2,5,1,7,4,96,1,2,2,0,1904.76196289062,6,49,0,1,1,1,1,4e+05,1,11,4e-07
4671600,1,1,1,"BOGOTA",42,0,2,4,1,7,3,12,2,1,2,0,6222.22216796875,5,40,1,0,0,1,2,1066666.625,0,11,1.26666666666667e-06
4671600,1,3,1,"BOGOTA",22,1,2,6,1,7,1,2,5,1,2,0,6066.66650390625,7,50,1,0,0,0,4,1300000,0,11,1.3e-06
4671601,1,1,1,"BOGOTA",42,1,2,3,1,7,5,180,2,2,2,0,11666.6669921875,4,50,0,1,0,1,2,2500000,0,11,2.5e-06
4671601,1,2,1,"BOGOTA",34,0,2,5,1,7,1,18,3,1,2,0,4231.111328125,6,48,1,0,0,1,2,870400,1,11,8.704e-07
4671602,1,1,1,"BOGOTA",35,1,2,5,1,7,1,48,6,1,2,0,5674.8974609375,6,54,1,0,0,0,4,1313333.375,1,11,1.43333333333333e-06
4671603,1,1,1,"BOGOTA",20,0,3,5,1,7,1,1,2,2,2,0,2527.77783203125,6,60,0,1,0,1,2,650000,1,11,6.5e-07
4671603,1,2,1,"BOGOTA",22,1,3,5,1,7,4,4,1,2,2,0,1428.57141113281,6,98,0,1,1,1,1,6e+05,1,11,6e-07
4671603,1,3,1,"BOGOTA",19,1,3,5,1,7,4,2,1,2,2,0,1428.57141113281,6,98,0,1,1,1,1,6e+05,1,11,6e-07
4671603,1,4,1,"BOGOTA",26,1,3,6,1,7,4,4,1,2,2,0,1190.47619628906,7,98,0,1,1,1,1,5e+05,0,11,5e-07
4671604,1,2,1,"BOGOTA",26,1,2,6,1,7,4,48,1,2,2,0,3500,7,40,0,1,1,1,1,6e+05,0,11,6.83333333333333e-07
4671607,1,1,1,"BOGOTA",61,0,2,5,1,7,3,12,1,2,2,0,5570.11962890625,6,40,0,1,0,1,1,954877.6875,1,11,9.54877666666667e-07
4671608,1,3,1,"BOGOTA",33,1,1,5,1,7,1,60,9,1,2,0,8051.4404296875,6,54,1,0,0,0,5,1863333.375,1,11,2.10333333333333e-06
4671608,1,4,1,"BOGOTA",30,0,1,6,1,7,1,0,9,1,2,0,4226.5078125,7,48,1,0,0,0,5,869453,0,11,8.69453e-07
4671608,1,5,1,"BOGOTA",28,0,1,5,1,7,1,36,9,1,2,0,4534.17578125,6,48,1,0,0,0,5,932744.6875,1,11,9.32744666666667e-07
4671609,1,1,1,"BOGOTA",27,0,4,6,1,7,1,60,6,1,2,0,6582.75439453125,7,48,1,0,0,0,4,1354166.625,0,11,1.35416666666667e-06
4671611,1,1,1,"BOGOTA",71,1,2,3,1,7,4,6,4,2,2,0,648.148132324219,3,72,0,1,1,0,3,2e+05,0,11,2e-07
4671612,1,1,1,"BOGOTA",49,1,3,6,1,7,5,60,2,1,1,8e+05,5743.58984375,7,65,1,0,0,1,2,1600000,0,11,2.4e-06
4671613,1,1,1,"BOGOTA",45,1,1,5,1,7,4,60,1,2,2,0,7000,6,40,0,1,1,1,1,1200000,1,11,1.2e-06
4671614,1,1,1,"BOGOTA",61,1,2,3,1,7,1,95,9,1,2,0,4340.46533203125,4,60,1,0,0,0,5,1116119.625,0,11,1.73611966666667e-06
4671614,1,2,1,"BOGOTA",60,0,2,3,1,7,3,300,2,2,2,0,5736.11083984375,3,40,0,1,0,1,2,983333.3125,0,11,1.28333333333333e-06
4671616,1,1,1,"BOGOTA",54,1,1,4,1,7,4,120,1,2,2,0,3571.42846679688,5,98,0,1,1,1,1,1500000,0,11,1.5e-06
4671616,1,2,1,"BOGOTA",50,0,1,4,1,7,1,12,9,1,2,0,4534.17578125,5,48,1,0,0,0,5,932744.6875,0,11,9.32744666666667e-07
4671617,1,1,1,"BOGOTA",56,1,2,5,1,7,4,420,1,1,2,0,4861.111328125,6,48,1,0,1,1,1,1e+06,1,11,1e-06
4671618,1,1,1,"BOGOTA",31,1,2,6,1,7,1,1,9,1,2,0,5275.11572265625,7,48,1,0,0,0,5,1085166.625,0,11,1.08516666666667e-06
4671619,1,1,1,"BOGOTA",29,1,3,5,1,7,5,95,2,2,2,0,7000,6,60,0,1,0,1,2,1800000,1,11,1.8e-06
4671619,1,2,1,"BOGOTA",21,0,3,5,1,7,1,3,9,1,2,0,3797.7041015625,6,48,1,0,0,0,5,781242,1,11,8.69453e-07
4671620,1,1,1,"BOGOTA",21,1,3,6,1,7,4,2,1,2,2,0,1944.44445800781,7,72,0,1,1,1,1,6e+05,0,11,6e-07
4671621,1,1,1,"BOGOTA",33,1,2,4,1,7,1,3,7,2,2,0,1458.33337402344,5,72,0,1,0,0,4,450000,0,11,4.5e-07
4671621,1,2,1,"BOGOTA",29,0,2,6,1,7,4,5,6,2,2,0,1520.20202636719,7,66,0,1,1,0,4,430000,0,11,4.3e-07
4671627,1,1,1,"BOGOTA",33,1,2,4,1,7,1,2,3,1,2,0,3927.93334960938,5,50,1,0,0,1,2,841700,0,11,8.417e-07
4671627,1,2,1,"BOGOTA",30,0,2,4,1,7,1,2,3,1,2,0,4147.2666015625,5,50,1,0,0,1,2,888700,0,11,8.887e-07
4675303,1,1,1,"BOGOTA",33,1,3,4,1,7,5,48,3,1,2,0,4200,5,100,1,0,0,1,2,1800000,0,11,1.8e-06
4675304,1,3,1,"BOGOTA",33,0,2,5,1,7,1,48,9,1,2,0,4842.24853515625,6,48,1,0,0,0,5,996119.6875,1,11,9.96119666666667e-07
4675305,1,1,1,"BOGOTA",66,0,2,5,1,7,4,360,1,2,2,0,7000,6,40,0,1,1,1,1,1200000,1,11,1.36666666666667e-06
4675305,1,2,1,"BOGOTA",24,0,2,6,1,7,1,30,9,1,2,0,4525.3515625,7,48,1,0,0,0,5,930929.4375,0,11,1.13092941666667e-06
4675306,1,1,1,"BOGOTA",27,1,3,6,1,7,1,3,9,1,2,0,5332.638671875,7,48,1,0,0,0,5,1097000,0,11,1.097e-06
4677422,1,3,1,"BOGOTA",35,1,2,5,1,7,4,24,1,2,2,0,5833.33349609375,6,40,0,1,1,1,1,1e+06,1,11,1e-06
4677422,1,1,1,"BOGOTA",62,1,2,4,1,7,4,180,9,1,2,0,7777.77783203125,5,48,1,0,1,0,5,1600000,0,11,1.6e-06
4677422,1,2,1,"BOGOTA",58,0,2,5,1,7,4,360,1,2,2,0,5384.615234375,6,65,0,1,1,1,1,1500000,1,11,1.5e-06
